0,0
1,1
2,2
3,3
4,4
5,5
5,30
6,6
6,13
7,7
7,29
8,8
9,9
9,46
10,10
11,11
12,12
12,24
13,6
13,13
13,30
14,14
15,15
16,16
17,17
17,19
17,20
17,34
17,47
18,18
18,23
19,17
19,19
20,17
20,20
20,23
21,21
21,26
22,22
23,18
23,20
23,23
23,43
24,12
24,24
25,25
26,21
26,26
27,27
27,48
28,28
28,41
29,7
29,29
29,40
30,5
30,13
30,30
31,31
32,32
32,40
33,33
33,40
34,17
34,34
35,35
35,39
36,36
37,37
38,38
39,35
39,39
40,29
40,32
40,33
40,40
41,28
41,41
42,42
43,23
43,43
44,44
45,45
46,9
46,46
47,17
47,47
48,27
48,48
49,49
