   0.00608,  14.66830,  19.70291
   0.00036,  -9.25093,  -0.06071
  -0.00735,  -9.88292,  14.88770
   0.00785,  -3.48911,   2.80411
  -0.00021, -15.42241,   5.54253
  -0.00184, -12.57531,   2.71502
   0.00096,  -2.46541,  12.90229
  -0.00573, -10.30433,   3.42479
  -0.00328,   8.47560,  17.64942
   0.00471,  13.34679,  16.74733
   0.00127,  -3.55701,  -2.36881
   0.00525, -20.32497,  -4.42835
   0.00524,   6.71444,  10.84361
   0.00507,  -1.15548,   2.76469
  -0.00712,   4.11294,   9.88373
   0.00300,  -6.27007,  -1.46056
  -0.00040, -10.98943,   2.72931
  -0.00876, -27.57264,   7.56136
   0.00670,  -9.82768,   9.10849
  -0.00561,  -1.28932,   6.60414
  -0.00974,   6.75961,  18.28012
   0.00287,  -3.51956,  16.21526
  -0.00656, -25.27136, -10.88266
  -0.00877,  -3.57133,   9.47977
   0.00868,  -2.71729,   4.36882
  -0.00703,  -7.78022,   6.99366
   0.00040, -11.86369,  -5.58370
  -0.00265, -10.25190,  -7.35977
  -0.00911,  -1.63890,  12.51046
  -0.00371,  -9.20941,  -3.17254
  -0.00299,  -5.37824,  -2.24357
  -0.00013,   5.57343,   7.78837
   0.00413,  -5.64812,  17.66566
   0.01000,  -1.87758,   5.07357
   0.00037, -10.03090,   0.02017
   0.00886, -22.09064,  -3.91971
   0.00055,  -2.76808,  -0.89293
   0.00187,  -7.38292,   4.78169
  -0.00722,  -8.56516,  -5.27123
   0.00142,  -3.40968,  -0.11489
  -0.00479,   4.54824,   9.22037
  -0.00452,  -8.54046,  11.10510
  -0.00132,  -5.34238,  -1.58724
   0.00307,   3.78658,  16.22564
   0.00235, -24.05512,  -9.66727
  -0.00387,   2.16877,   7.05771
  -0.00942, -18.53907, -13.12089
  -0.00512, -11.65320,  -5.37446
  -0.00094,  -4.95144,   6.10609
   0.00819,   2.83345,  14.65070
  -0.00518,  -6.06197,  12.31752
  -0.00854,  -9.50270,  -4.81864
   0.00162,  -8.19699,   9.73953
   0.00250,   4.64366,   6.01438
  -0.00530,  -1.42030,  11.31602
   0.00129,  -9.91949,   4.23416
   0.00745,  -7.85659,   3.85189
   0.00615, -11.52248,  -5.86394
  -0.00185,   3.38807,  10.55441
  -0.00008, -15.35992,   4.59275
   0.00413,   6.97818,  14.93805
   0.00156,  -8.86603,  -1.66045
   0.00509,  -8.78890,   0.63168
   0.00900, -12.55841,  12.35686
  -0.00646,  -9.39104,   2.68358
   0.00579,  -9.77693,  10.49350
  -0.00330,  -0.20665,   6.18026
   0.00128,  -8.44952,  13.46936
  -0.00586,   7.54026,  16.36166
   0.00482, -17.65088,   4.15578
   0.00960, -19.80369,  -8.50277
   0.00667,  -3.63180,  -2.39607
   0.00241, -18.82961,  -1.98926
  -0.00016,  -6.24866,  -1.19651
   0.00047,  -6.87697,   1.41252
   0.00863,  -1.60624,   3.13267
  -0.00683,  10.48419,  11.50921
   0.00181, -17.14608,  11.44137
   0.00276,   5.28851,   6.07887
   0.00816,   2.05936,  16.38355
  -0.00461,  -8.13991,   7.07038
   0.00422,   0.81027,  13.65482
  -0.00299, -17.96457,   0.29602
  -0.00271,  -6.37700,   2.32061
  -0.00837, -10.77356,   2.84116
  -0.00343, -10.26358,  -2.39505
  -0.00351,   6.09595,   8.72879
  -0.00941,  -0.39402,  14.13924
   0.00099,  -3.76232,  -3.20887
   0.00413,  -7.24618,   3.64315
  -0.00003, -18.72173,  -0.66950
   0.00055,   0.64793,  10.37218
  -0.00788,  -7.89553,   4.66142
   0.00369,  -1.55019,   9.53296
  -0.00058, -14.17253,   5.02613
  -0.00541,  -5.44915,  17.18664
   0.00711,  -8.70313,  -0.42306
   0.00130, -15.07309,   7.55010
   0.00998,  -1.16608,   1.86601
  -0.00846,   8.34657,  10.19817
   0.00546,  -4.49316,  -3.02337
   0.00899,  -3.14352,   2.87005
  -0.00705, -11.50136,   1.47077
  -0.00324,  -2.31657,   0.67305
   0.00603,   4.40874,   4.46446
   0.00102, -10.79024,  -2.08166
   0.00929, -12.91996,  -5.16447
  -0.00826, -16.72954, -10.58414
  -0.00853,  -7.01900,   6.33953
   0.00714,  -4.51002,   2.44676
  -0.00352,  -8.33193,  -1.14330
  -0.00788,  -0.29330,   6.78829
   0.00200, -13.53315,   1.32008
  -0.00060,   8.65953,  19.74288
  -0.00433, -22.79002,   5.20113
   0.00925, -13.65308,  -4.63020
   0.00287,  -8.31426,  -0.04757
  -0.00426,  -6.23994,  -2.03175
  -0.00854,  -3.76687,   0.65129
  -0.00999,   1.11185,   9.67650
   0.00209, -10.97012,  13.21293
  -0.00478,  -6.39434,   7.20301
   0.00262,  -4.09054,   2.76580
   0.00572,  -8.98523,  15.80615
   0.00485,  -9.31112,  -6.44389
   0.00402, -10.77413,  -5.25042
   0.00178,  -5.86321,  -1.32695
   0.00822, -13.38246,  -4.85640
   0.00285, -11.55146,   2.11660
  -0.00657, -13.17202,  -8.36578
   0.00366, -11.06825,  -6.11118
   0.00308,  -1.84208,   9.05576
  -0.00642,  -4.53309,   5.76703
   0.00588,  10.88208,  23.80929
  -0.00513,  -9.30803,   2.18854
   0.00505,  -3.56183,   4.55733
   0.00706,  -8.71565,   5.06191
   0.00641,  -6.92850,   4.51972
   0.00716, -10.09846,  -2.44274
   0.00223,  -0.18664,  15.25171
   0.00556,  -5.78385,  -2.47313
  -0.00361, -12.99096,  14.84035
   0.00792,  -7.37648,   1.05147
   0.00700,  -4.57342,  -2.77508
   0.00918,   0.97514,   8.31615
  -0.00552,  -2.86273,  11.95118
  -0.00220,   0.46603,   7.17133
  -0.00787, -19.10876,  -0.92358
  -0.00188,  -4.60152,   5.90154
   0.00898, -16.71414,  12.34469
  -0.00141,  -6.41363,  -5.36642
  -0.00512,  12.18223,  23.14630
   0.00126,  -9.02981,   3.50258
   0.00777,  -3.51289,  10.05442
   0.00489, -10.89381,  -3.94507
  -0.00337, -18.33034,  -9.36016
   0.00624,  -6.30684,  11.08294
   0.00511,   4.85422,   9.94207
   0.00129, -11.18421,   4.68077
  -0.00672,   2.59502,  13.02421
  -0.00544,  -5.03838,   7.46717
   0.00231,   3.66306,   7.80574
   0.00788,  -4.63044,  -0.52490
  -0.00641,  -2.61929,   3.13214
  -0.00034,  -7.51770,  -0.08629
   0.00394, -13.61243,  -2.62909
  -0.00225,   5.58340,  17.38085
   0.00967, -13.29304,  10.20876
   0.00809,  -9.93719,  -4.62738
   0.00293,  -4.29611,  14.56640
  -0.00108,   2.95945,   6.99543
  -0.00373,  -8.04111,   7.74894
  -0.00117, -11.34939,  -2.72831
  -0.00940,  -8.65339,   7.32201
   0.00198,  -4.49540,   7.66222
  -0.00111,  -7.05675,  16.87684
   0.00388,  -0.37638,  13.74488
  -0.00944,  14.84019,  19.36992
   0.00294,   3.84125,   4.99106
   0.00639,  -3.41858,   9.24143
   0.00650,  -8.69308,  20.26191
   0.00356,  -8.24123,   1.82752
  -0.00456,  -6.28752,   2.83842
  -0.00511,  -3.01952,   9.58593
   0.00167, -15.42362,  -7.41091
   0.00377, -22.67180,   9.17550
  -0.00454,  -3.79653,   2.19754
   0.00635, -13.27213,  -8.22544
   0.00026, -21.71336,  -0.53695
  -0.00563,  -6.45781,   8.49168
   0.00508, -11.69558,   1.75113
   0.00212, -21.37201,  -2.27397
  -0.00131, -18.24427,   0.16745
   0.00250,   1.76826,   3.33011
  -0.00218,  -0.80870,   1.40794
  -0.00805,  -6.35071,   2.61052
  -0.00078,  -4.48081,   3.94188
  -0.00920,   8.00811,   9.75781
   0.00979,  -8.40221,  15.56134
   0.00138,  -9.38033,   1.84967
   0.00473,   0.02227,  10.11580
  -0.00160,   0.74978,   3.27103
   0.00580,  -1.53577,   5.10185
  -0.00523,   7.31621,  13.59505
   0.00201,  -3.09242,  20.90998
  -0.00068,   2.96917,   8.60905
   0.00905,  -4.13709,   4.47515
  -0.00658,   1.46124,   5.87753
   0.00789,  -3.67154,   0.57793
  -0.00804,   1.58799,  12.46992
   0.00844,  -1.93442,   0.53528
  -0.00083,  -7.10333,  -1.79568
   0.00273,  -1.98242,   5.46404
  -0.00493, -12.01222,  10.27009
   0.00917, -14.03990,  -3.16796
   0.00930,  -6.84256,  -0.58489
  -0.00465, -11.61253,   1.95313
   0.00705, -16.15905,  -4.03367
  -0.00255, -13.59664,   0.87018
   0.00843,  -5.66998,  14.93282
  -0.00705,  -7.33126,   1.54280
   0.00564, -12.68880,  14.60220
  -0.00615, -15.21985,   0.30356
  -0.00226,  -4.94272,   2.21442
   0.00656,  10.70300,  21.15270
  -0.00844,  -7.80520,   6.97217
  -0.00392,  -3.52275,   4.70343
   0.00857,  -3.29896,  -2.56911
   0.00416,  -9.63784,   2.82564
  -0.00175,  -4.93211,  -0.94458
  -0.00884,  -7.13965,  -3.55497
  -0.00526,   2.89714,  19.06140
  -0.00976,   6.63843,  26.62311
   0.00195,  -6.94880,  -0.38036
   0.00562, -16.86722, -14.04647
  -0.00430, -13.66729,   6.22924
  -0.00825, -20.20948,   0.39041
   0.00164,  -0.77221,  16.65972
   0.00838, -14.31912,  10.12029
  -0.00341, -22.94993,  12.64659
   0.00791,  -9.34317,   2.79755
  -0.00778,   1.67910,  12.16760
   0.00705,   0.42172,   5.91182
   0.00068,   6.53948,  11.33080
   0.00208,  -9.36032,  -8.62009
   0.00098,  -8.26514,   7.81175
  -0.00047,   2.85794,   6.11467
  -0.00901,  -5.65858,  -2.17891
  -0.00686,   3.49257,   8.27281
  -0.00692,   7.72355,  16.19043
  -0.00409, -15.87999,  -8.92764
  -0.00100,   5.23688,  25.83800
   0.00884,   7.80300,   8.57147
   0.00756,   5.08590,  11.07618
  -0.00383,  -9.65392,  -7.58180
  -0.00452,  -7.39391,   5.15624
   0.00605,   0.81481,   2.95545
   0.00679, -17.40832,   5.48933
  -0.00593,  -7.12004,   5.38259
   0.00851,  -7.09415,  -3.53422
   0.00412,  -6.85015,  16.09045
   0.00526,   2.06863,  11.41425
   0.00343, -12.99451,  -8.69142
  -0.00831, -11.48591,   0.89371
  -0.00225,  12.62257,  15.94245
  -0.00752,  -3.37978,   5.70748
   0.00763,   5.96953,   9.99383
  -0.00660,  -2.37842,   0.00566
   0.00871,  10.49060,  11.05702
  -0.00575,  -7.04142,   3.83142
   0.00585,  -0.98098,  26.65649
   0.00043, -10.56441,   7.06205
   0.00141, -17.20437,  -9.76730
   0.00913,   1.23759,  11.14738
   0.00835, -18.07494, -10.18915
  -0.00826,   8.57691,  10.29516
  -0.00146,  -4.65893,  -0.83607
   0.00337,  -2.93056,   0.17895
   0.00472,   0.71217,   2.97243
   0.00249,  11.83119,  14.00810
   0.00177,  -0.53349,  20.82556
  -0.00254, -13.52869,   7.89731
  -0.00555,  -2.48739,   0.56814
  -0.00648,  -3.02719,  11.19026
  -0.00248,   2.87020,  10.06395
   0.00228,  -7.02438,  -4.65703
  -0.00170, -17.02860,   6.99185
  -0.00371,  -8.09701,   4.99429
  -0.00620, -18.03143,  -7.96698
   0.00990,  -6.24033,   1.07375
  -0.00344, -16.88907,  -2.28492
  -0.00212, -16.51690,  16.48060
  -0.00905,  -7.30838,  -3.88707
  -0.00870,  -1.18019,  27.21936
   0.00391,  -8.98315,  -4.89936
   0.00223,   1.57210,  16.70639
   0.00265,   2.60656,   7.05733
  -0.00204,  -0.43641,   4.53504
  -0.00973,  -3.24106,  -3.19314
  -0.00335,  10.53008,  19.32900
   0.00984,  -8.16690,   9.18668
   0.00179, -18.72377,  -6.65459
   0.00248,   9.75438,  12.67037
   0.00291, -18.71573,   9.97737
   0.00517,   2.27679,   4.94691
   0.00560, -13.06733,   3.46382
   0.00677,  -2.47466,   0.50711
   0.00263,   0.25962,  18.08997
   0.00778,  -4.49149,   7.00123
   0.00489,   0.52175,   6.00900
  -0.00752,   0.29195,   7.38749
  -0.00900,  -0.94677,  12.29948
   0.00614,  -3.82237,   9.95394
  -0.00837,   0.49078,  12.00903
  -0.00400,   0.27761,   0.40281
  -0.00407,  -1.90293,  14.78299
  -0.00619,  -3.11285,   1.31582
   0.00766,  -2.22989,   4.77124
   0.00445,   4.14768,   5.56543
   0.00545,   4.19904,   5.21985
  -0.00099,  -6.31460,  -2.58602
   0.00832,   0.14305,  11.30470
   0.00057,  -0.58864,   0.72283
  -0.00140, -10.80402,   4.20983
