4,39
9,49
2,17
7,47
0,35
9,45
0,24
1,10
7,44
9,14
6,1
1,43
3,16
4,24
1,49
8,44
6,31
8,40
5,46
7,46
2,15
1,5
0,0
3,26
2,6
2,41
6,4
0,47
6,33
5,38
3,20
1,16
4,11
0,23
6,24
7,43
1,17
0,13
3,13
9,7
0,30
1,22
8,36
3,43
6,16
9,29
0,43
5,20
5,48
7,48
0,11
7,17
7,14
8,48
6,20
1,31
6,11
3,4
8,5
1,20
4,30
8,24
5,17
1,11
6,22
0,14
8,1
8,31
9,0
4,26
5,6
4,21
4,36
5,31
5,1
9,8
5,12
0,39
9,12
6,34
3,15
8,21
7,49
8,35
6,2
5,22
8,20
8,6
3,48
8,47
4,27
8,16
8,28
1,28
9,10
0,10
0,33
3,0
9,4
1,34
14,94
18,99
10,62
16,86
16,76
13,78
19,54
19,68
14,58
14,66
10,81
16,77
17,65
18,72
15,69
10,52
16,83
19,98
10,84
11,75
11,94
14,70
13,90
15,68
10,70
16,91
11,71
16,87
18,70
12,58
16,72
13,58
17,82
16,53
13,84
19,66
17,84
10,57
10,99
12,57
18,54
11,93
15,76
16,51
11,69
14,68
12,55
12,85
15,59
10,72
10,61
16,93
19,55
14,97
14,81
11,58
10,53
18,90
19,51
18,95
11,96
19,96
12,61
10,76
15,62
18,56
13,57
19,97
13,85
17,68
11,90
19,50
10,85
17,56
13,76
17,77
12,74
12,68
11,99
19,65
11,70
15,72
19,80
10,74
12,81
19,57
12,62
19,69
11,57
17,63
19,89
15,97
16,82
10,91
18,88
13,67
15,98
15,81
13,99
10,69
22,105
20,142
23,129
21,133
27,117
23,125
26,144
22,122
28,127
29,133
27,106
23,136
29,116
21,104
28,142
26,122
29,114
20,148
21,111
26,135
24,107
27,107
26,126
20,144
27,102
26,114
25,145
23,140
24,131
28,100
28,136
24,145
27,140
24,101
21,149
22,134
25,126
25,133
25,106
27,135
23,114
21,128
20,143
29,107
26,113
29,105
23,141
29,108
29,145
23,122
24,136
23,145
20,134
23,103
21,110
20,141
22,144
20,105
20,119
22,107
25,102
23,126
27,144
25,142
20,103
27,129
27,119
24,117
27,138
26,104
28,133
23,139
24,121
25,137
28,132
21,101
24,138
20,108
29,115
25,128
26,105
28,137
23,119
21,100
28,101
27,105
23,107
20,131
22,128
20,126
25,130
29,149
24,140
26,120
26,102
28,109
21,138
25,131
23,134
29,121
36,199
32,182
35,193
37,178
31,158
37,152
38,180
33,196
34,155
31,191
38,160
30,194
38,186
30,168
36,194
37,175
36,189
33,180
30,162
34,173
31,167
32,184
36,174
39,174
39,199
39,189
32,166
36,188
35,158
39,150
35,168
38,177
31,175
33,156
38,155
33,170
32,193
33,155
30,176
32,150
31,186
39,195
31,171
31,196
36,186
31,151
31,152
38,181
34,189
39,173
33,191
33,169
34,164
33,194
38,196
37,195
36,161
39,196
36,175
31,181
34,152
33,199
39,161
35,175
30,192
33,192
39,183
36,150
33,182
32,161
35,176
35,196
36,179
36,155
30,175
30,171
36,152
39,181
32,186
31,182
39,165
31,150
38,159
36,162
35,150
30,164
32,177
39,176
36,170
38,173
33,184
34,190
36,190
35,191
32,197
33,197
33,162
35,186
37,171
34,193
40,235
47,220
46,214
49,232
48,204
41,201
46,233
47,236
47,203
43,226
45,211
48,202
46,221
43,218
49,239
48,246
46,201
49,209
41,211
42,246
40,233
49,235
44,201
45,230
48,226
42,209
48,222
41,221
44,211
42,219
42,249
49,238
44,249
49,246
46,240
41,238
41,206
45,203
45,224
42,214
44,206
42,208
48,237
47,238
44,228
47,215
47,213
40,244
49,240
49,223
45,205
45,235
47,222
45,210
41,241
41,217
43,233
43,245
47,205
48,239
49,242
41,243
44,233
45,248
45,228
46,222
48,225
45,244
40,240
45,222
46,216
47,206
45,225
49,247
44,243
47,234
46,238
44,231
45,242
48,216
49,229
40,230
45,227
41,235
40,222
44,221
44,229
46,246
43,239
40,210
43,242
48,207
45,218
45,237
40,205
48,242
41,220
43,230
49,217
44,218
55,254
58,262
58,257
50,253
58,272
50,296
54,289
55,256
52,288
53,280
52,254
59,274
51,265
57,288
50,264
51,271
59,277
51,256
53,250
55,266
55,287
58,258
50,277
52,278
54,276
52,268
57,287
55,271
55,289
53,291
59,293
53,259
50,284
54,265
50,252
51,259
57,277
57,283
59,282
50,268
58,283
59,263
59,267
56,271
55,259
54,279
54,270
51,276
59,275
53,253
50,263
55,257
59,290
54,288
59,271
53,288
53,285
52,267
52,263
58,290
55,277
51,270
50,288
56,257
57,257
55,280
56,295
51,285
54,263
52,298
57,260
54,255
51,290
52,253
55,270
50,281
50,291
57,259
50,254
55,272
55,253
52,272
59,278
52,296
52,277
59,292
59,258
51,280
54,283
54,258
53,284
51,274
57,280
51,278
54,282
55,296
56,251
55,276
56,264
51,292
68,326
60,302
62,343
64,307
63,330
65,331
68,327
65,348
62,318
65,326
61,316
61,339
69,331
63,325
67,319
62,320
63,329
60,339
61,302
61,330
62,331
63,307
68,348
65,318
65,343
69,340
60,324
60,303
69,327
67,324
63,305
64,309
64,343
66,308
67,349
68,342
62,345
69,330
68,306
66,301
67,313
61,321
67,300
67,336
63,341
61,338
64,312
69,328
63,331
61,304
61,306
67,306
64,344
69,318
65,335
60,334
63,300
64,330
61,324
60,317
60,318
64,345
69,320
61,333
62,301
66,313
66,333
68,335
62,325
69,339
62,342
64,301
66,349
65,301
67,327
67,338
63,336
66,334
63,323
65,344
60,305
67,333
62,303
69,303
61,336
65,338
60,337
66,309
60,300
60,347
65,324
64,342
61,335
69,324
62,313
66,345
66,336
67,314
61,349
68,315
78,389
71,393
73,350
73,397
75,375
73,379
75,350
78,396
71,379
78,392
70,362
73,362
71,350
71,384
70,389
74,376
79,397
79,385
79,384
74,357
71,390
76,363
74,364
77,364
79,376
76,369
78,386
78,371
78,383
76,354
72,368
76,360
76,368
72,376
71,371
75,371
78,398
75,366
77,357
70,385
77,378
70,363
75,356
79,383
70,367
76,395
72,386
73,361
70,372
75,352
77,370
79,389
70,380
77,351
73,357
73,398
75,354
70,350
78,381
77,387
79,391
72,375
70,396
79,369
78,365
70,368
79,382
79,368
77,379
71,369
77,372
71,356
73,353
71,353
76,383
71,361
78,366
78,372
72,361
74,380
79,378
78,353
74,391
74,361
75,386
70,375
71,397
73,360
79,351
73,388
70,364
73,373
76,385
75,379
76,351
73,368
75,380
76,379
78,380
75,374
87,414
80,402
87,442
84,446
88,406
89,441
87,419
88,439
86,419
80,429
89,442
89,425
88,440
86,444
80,401
87,441
88,424
87,437
84,415
85,434
87,436
80,404
81,417
85,444
86,409
80,443
84,437
89,430
84,433
84,436
81,443
84,441
84,408
83,406
81,435
81,433
82,447
82,438
85,439
88,408
89,426
85,420
83,427
81,430
88,416
85,445
81,412
89,433
89,408
82,408
83,416
85,407
88,432
89,419
82,413
86,423
84,425
82,436
87,440
84,406
85,402
87,427
89,446
81,422
81,445
88,420
87,405
82,431
80,433
87,430
86,425
86,446
89,439
81,406
81,439
80,446
88,414
88,425
81,436
89,401
81,404
85,437
84,426
88,437
80,417
87,411
86,412
83,404
86,437
81,448
87,429
86,436
89,435
83,426
89,440
87,448
85,406
83,423
88,422
83,400
92,486
92,485
90,476
90,454
92,467
91,481
93,469
91,456
96,469
94,465
97,477
99,456
92,455
91,470
95,476
95,492
97,459
98,493
99,458
92,478
94,482
97,467
90,490
90,498
99,487
94,469
96,477
95,499
92,458
98,479
92,491
92,492
96,460
90,499
90,466
98,467
98,491
95,452
90,467
92,450
92,495
94,479
94,497
96,450
97,455
97,453
99,484
98,456
97,485
90,495
97,472
99,450
99,468
93,452
94,488
92,461
92,475
96,452
93,465
90,494
96,456
96,486
93,497
95,457
92,453
90,450
93,486
92,496
96,471
92,480
97,496
90,484
93,483
98,475
94,474
95,465
93,491
98,465
96,497
92,483
91,496
95,471
94,487
96,483
90,455
96,482
93,498
94,494
94,470
97,490
98,476
99,485
98,458
99,483
98,474
99,488
95,487
93,466
91,458
95,481
100,516
104,506
100,533
103,516
103,545
105,511
108,521
106,548
100,514
102,502
108,542
108,537
105,521
104,518
100,519
107,514
107,532
109,525
104,519
102,503
101,549
108,533
106,522
100,501
109,503
103,536
108,546
104,537
102,547
102,520
101,541
107,526
109,510
107,548
107,502
106,547
102,534
103,521
108,508
106,534
104,535
100,543
106,510
108,519
101,519
102,505
105,540
101,542
108,515
103,529
109,505
103,515
103,540
103,500
108,543
108,530
101,533
104,543
101,501
106,511
104,531
105,547
107,547
109,536
104,530
101,517
102,507
109,522
101,505
109,518
105,541
100,511
107,500
104,545
104,548
105,534
107,541
108,541
101,503
102,512
108,502
104,526
104,511
101,539
105,527
106,501
106,518
103,505
105,531
100,518
103,532
108,540
103,511
102,508
106,543
100,531
108,517
107,508
106,539
104,503
110,584
119,555
116,590
115,562
116,568
112,591
119,568
115,556
118,556
118,557
113,561
114,571
117,574
113,569
119,581
111,576
118,587
113,574
112,596
118,564
114,570
115,560
112,561
116,582
119,590
114,580
117,567
112,553
117,581
111,580
113,573
119,597
110,563
110,554
118,573
114,569
118,558
112,580
110,556
116,576
116,561
115,577
116,578
110,553
110,573
119,589
113,597
114,577
111,588
119,579
115,581
112,577
117,579
116,584
113,576
119,563
112,588
111,595
119,564
113,555
119,584
111,589
112,578
113,590
113,591
112,582
115,553
117,578
115,573
113,584
115,574
116,573
113,558
114,566
113,567
110,593
112,597
112,564
118,555
119,569
116,581
115,570
116,555
112,569
111,562
117,556
119,591
114,568
111,563
111,575
114,590
112,574
118,597
114,597
115,590
112,555
116,586
111,590
116,595
119,553
128,638
126,646
123,647
126,630
124,603
126,640
127,609
123,627
125,600
120,620
122,608
128,604
125,639
120,614
129,612
129,647
122,627
122,633
128,609
121,630
120,645
123,622
123,626
129,622
128,612
127,632
128,607
128,632
127,633
123,617
121,639
122,610
128,626
127,611
129,606
129,634
127,617
122,619
120,625
122,603
127,640
122,601
120,629
123,625
125,649
127,607
124,611
125,622
128,622
126,603
120,605
129,636
121,622
128,625
127,605
128,617
124,617
126,624
127,638
124,640
123,641
126,641
122,629
123,637
121,608
122,618
124,643
125,611
129,628
125,602
120,632
125,614
127,621
122,604
129,643
128,619
125,627
123,644
120,623
124,605
127,641
125,605
120,646
120,639
120,612
128,614
123,603
122,620
122,614
128,645
122,624
127,634
121,642
129,641
124,631
120,616
126,643
122,639
123,639
125,632
134,669
138,652
134,650
135,652
132,667
130,668
134,655
136,656
130,689
132,695
131,662
130,678
132,680
139,694
139,687
132,678
135,699
130,682
138,672
133,679
137,651
138,663
130,694
133,686
139,662
136,692
131,691
133,664
130,696
133,653
130,671
137,657
134,661
136,664
137,667
138,687
134,658
131,657
132,693
139,652
133,688
130,692
139,666
132,671
134,690
131,652
135,672
130,662
136,654
139,665
135,669
139,672
131,655
131,670
138,689
137,670
139,691
139,658
136,669
133,678
133,693
133,685
138,698
133,662
132,662
133,659
133,655
136,699
133,695
137,685
131,699
134,685
131,687
138,688
138,661
139,690
138,691
132,663
138,666
133,671
136,666
136,662
133,696
135,666
130,656
132,679
135,662
134,684
130,690
139,695
132,691
137,688
136,658
137,673
138,671
139,699
132,677
131,656
130,675
135,685
146,708
143,715
148,742
146,732
146,716
149,729
145,705
149,742
140,736
140,717
143,709
142,729
147,709
147,742
142,721
148,712
145,748
147,705
147,718
141,742
147,744
146,714
143,700
149,706
145,703
148,708
148,719
142,717
149,713
140,726
144,729
143,719
141,749
148,720
142,723
145,706
143,712
143,733
141,718
141,705
144,710
144,720
145,717
146,711
149,749
147,708
149,736
148,717
149,700
140,741
144,721
143,707
148,723
146,703
144,718
140,700
148,711
146,749
147,704
147,735
144,712
147,721
147,740
140,719
144,708
146,748
144,735
147,715
146,736
144,730
140,737
146,726
143,744
142,726
141,748
143,739
147,732
143,723
143,746
144,716
149,734
146,700
146,702
144,727
149,720
145,716
146,705
140,728
141,706
141,745
143,718
149,727
143,738
142,737
146,701
142,744
144,744
144,733
148,722
140,724
155,796
159,756
155,780
150,779
151,758
153,759
151,792
150,795
156,793
155,759
157,797
155,792
155,751
156,750
158,772
152,778
154,765
153,767
153,793
151,769
150,763
150,775
153,781
151,767
150,751
152,774
150,756
153,778
159,789
152,766
157,770
151,786
154,784
150,783
155,778
158,794
153,751
156,788
150,772
157,765
159,784
159,751
150,777
156,798
152,759
155,788
159,793
156,797
155,772
159,787
155,758
150,799
152,796
152,760
155,764
159,760
152,777
158,756
155,765
150,785
154,760
151,788
155,799
